ID,NAME,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7_1,Q7_2,Q8,Q9_1,Q9_2,Q9_3,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q1_1_FA,Q1_2_FA,Q1_3_FA,Q6_15_FA
243,中西哲,0,0,66,1,1,0,1,64,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
244,今井絵理子,0,0,66,1,1,0,2,32,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
245,藤木真也,0,0,66,1,1,0,1,49,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
246,高階恵美子,0,0,66,1,3,1,2,52,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
247,藤井基之,0,0,66,1,3,2,1,69,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
248,阿達雅志,0,0,66,1,3,1,1,56,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
249,宇都隆史,0,0,66,1,3,1,1,41,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
250,増山寿一,0,0,66,1,1,0,1,53,0,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
251,鎌谷一也,1,0,66,2,1,0,1,63,0,4,9,12,30,60,20,50,20,50,50,20,20,20,4,5,5,5,3,3,3,4,3,2,3,5,3,2,2,4,4,2,3,3,2,4,4,4,4,2,4,4,4,2,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,4,4,99,2,5,3,3,2,4,6,5,1,7,4,若い世代につなげるためのルールや社会作りの貴重な一票です。,,,,
252,江崎孝,1,0,66,2,3,1,1,59,1,11,12,6,20,95,50,50,0,85,80,50,50,50,5,4,4,5,5,3,2,2,5,2,1,4,5,1,3,5,5,1,1,1,4,99,4,5,5,1,5,5,4,5,3,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,2,5,1,1,3,6,5,4,7,4,あなたの一票が未来を決めることにつながります。政治を変えよう。,,,,
253,轟木利治,1,0,66,2,2,1,1,56,0,3,15,5,999,999,999,999,999,999,999,999,999,999,3,3,3,3,3,2,3,3,2,2,1,1,3,3,3,2,1,3,3,2,2,2,3,5,3,4,4,4,2,4,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2,5,5,2,1,3,2,1,2,1,5,4,6,3,7,5,99,,,,
254,柴田巧,1,0,66,2,3,1,1,55,0,5,10,3,35,90,30,20,40,30,30,40,40,40,2,3,2,3,3,3,4,4,2,3,2,3,3,3,2,2,3,2,4,2,2,1,3,4,3,3,3,4,2,4,3,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,2,4,5,4,4,2,3,2,4,7,1,3,2,4,5,6,5,皆さんの明るい未来を切り開くために、必らず一票を投じてください,,,,
255,小野次郎,1,0,66,2,3,1,1,62,0,1,15,10,50,80,60,40,20,50,30,20,40,30,2,5,2,4,2,4,4,4,2,1,1,2,2,3,3,2,5,2,3,2,2,1,3,2,2,2,4,5,1,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,5,5,3,4,3,1,1,2,4,5,6,3,7,6,若者の致命的利害に関わる政策に若者自らの意思を表示して下さい。,,,,
256,小林正夫,1,0,66,2,3,2,1,69,1,15,7,6,999,100,999,999,999,999,999,999,999,999,2,3,2,3,4,2,3,3,2,2,3,2,3,3,3,1,1,4,3,3,3,4,2,3,2,5,2,4,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,3,5,4,2,5,2,6,4,7,1,6,5,2,3,5,私たちが守るべきルールをつくるのが国会。貴方の意志を一票に！,,,,
257,森屋隆,1,0,66,2,1,0,1,49,0,3,7,13,0,100,0,40,0,50,50,0,0,0,5,4,5,5,4,3,3,4,4,1,1,5,5,3,4,3,5,1,3,2,2,4,4,4,4,2,5,5,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,1,3,5,1,2,3,5,7,4,6,5,１票の大切さを考え、自分の未来を自分の力で決定してください。,,,,
258,西村正美,1,0,66,2,3,1,2,52,0,5,6,9,20,90,0,30,10,30,10,10,10,10,1,2,2,2,3,2,3,4,3,2,3,1,3,4,3,1,3,3,2,2,2,3,4,4,3,4,5,4,4,2,4,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,2,5,4,3,1,3,4,7,4,1,5,6,3,2,8,99,,,,
259,石橋通宏,1,0,66,2,3,1,1,51,1,7,6,5,0,100,10,50,0,70,60,0,30,10,3,5,4,5,5,3,3,3,5,1,2,5,4,2,2,4,4,1,3,1,2,4,5,5,5,3,5,4,3,1,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,5,5,5,2,3,1,99,1,2,3,5,6,4,7,3,政治に無関心ではいられても決して無関係ではいられません！,,,,
260,川合孝典,1,0,66,2,2,1,1,52,1,7,6,3,25,75,25,0,0,25,25,25,25,25,2,3,2,3,4,4,5,2,4,2,2,2,4,5,4,2,2,2,3,4,4,4,1,4,3,4,5,4,2,4,3,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,1,1,4,4,4,2,3,4,5,2,4,5,6,3,1,7,6,政治は有権者を映す鏡。自らの未来を決める為、投票に行こう！,,,,私は改憲論者ではありませんが、議論にタブーがあってはならないと考えています。今の国民が憲法について活発に論議すべきです。
261,前田武志,1,0,66,2,3,2,1,78,0,16,5,6,50,80,40,50,40,60,50,50,50,50,2,4,4,4,3,3,3,2,4,2,2,4,4,2,3,3,3,3,4,3,2,4,2,3,2,3,4,4,2,2,3,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,4,2,4,4,4,2,3,2,5,1,2,4,6,3,5,7,7,あなたの政治参加が次の時代の社会を作ります。,低炭素町づくり,,,
262,大河原雅子,1,0,66,2,2,1,2,63,0,5,6,12,25,75,25,50,0,50,50,25,25,25,4,5,4,5,5,5,4,4,4,4,5,5,5,2,2,5,5,1,1,1,1,5,5,5,5,1,5,3,4,5,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,1,5,2,1,3,6,5,4,7,3,民主々義を市民の力でつくりましょう！決めるのは貴方是非参加を,,,,
263,田城郁,1,0,66,2,3,1,1,56,0,12,13,15,999,999,999,999,999,999,999,999,999,999,5,5,5,5,5,3,2,5,5,1,2,5,5,1,3,4,5,1,2,1,3,3,5,5,5,1,4,3,5,2,2,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,3,1,3,5,1,2,3,5,6,4,7,5,99,,,,
264,田中直紀,1,0,66,2,3,3,1,76,0,6,5,4,999,999,999,999,999,999,999,999,999,999,5,5,5,5,5,1,1,5,1,1,1,5,5,5,5,5,5,1,5,5,1,5,5,5,1,1,5,5,5,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,3,3,1,6,3,1,4,7,2,5,6,5,「昭和史」(半藤一利)「集団的自衛権」(柳澤協二)を一緒に読む事を提案します。,,,,
265,藤川慎一,1,0,66,2,1,0,1,52,0,7,3,6,999,80,999,999,999,999,999,999,999,999,3,3,3,3,4,2,3,2,3,2,1,3,3,3,3,1,3,2,3,2,3,3,4,4,3,3,3,4,3,4,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,5,5,1,3,5,1,4,2,1,3,99,99,99,5,政治に参画し、自分の意見として一票を投じよう,,,,
266,藤末健三,1,0,66,2,3,2,1,52,1,7,5,1,50,50,50,50,50,50,50,50,50,50,3,99,4,5,4,2,2,2,4,2,1,1,3,2,2,2,4,3,2,1,2,2,2,4,1,3,4,5,1,5,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,5,4,2,2,2,1,6,2,3,7,4,6,1,5,5,みなさまの未来を決めるため、投票してください。,,,,
267,那谷屋正義,1,0,66,2,3,2,1,58,1,99,99,99,999,999,999,999,999,999,999,999,999,999,5,5,5,5,5,5,5,3,4,1,1,5,5,1,1,5,5,1,1,1,1,3,3,5,5,1,5,4,3,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,99,99,99,99,99,99,99,99,99,99,99,主権者として自ら考え、判断し、自立した市民として行動を！,,,,
268,難波奨二,1,0,66,2,3,1,1,57,1,7,5,6,100,100,100,100,100,100,100,100,100,100,4,4,3,5,5,1,3,2,4,1,1,5,5,1,2,3,4,1,2,1,1,1,1,5,4,2,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,3,2,3,1,5,99,99,99,99,99,99,99,5,投票はもっとも大切な政治参加の機会です。必ず投票に行きましょう。,,,,
269,白真勲,1,0,66,2,3,2,1,57,1,1,5,6,20,90,20,30,10,30,30,10,10,10,3,4,2,5,3,3,4,3,4,2,2,4,4,1,4,3,5,2,3,4,3,4,3,4,3,1,4,4,4,4,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,2,3,1,5,2,1,3,6,4,5,7,4,皆さんの一票が、この国の将来に関わってきます。投票しましょう。,,,,
270,浜口誠,1,0,66,2,1,0,1,51,1,16,7,5,999,100,999,999,999,999,999,999,999,999,3,5,3,3,4,3,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,4,3,4,4,2,4,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,5,5,2,3,2,5,99,99,99,99,99,99,99,5,「未来は、若者達の力で変えることができる！」投票に行こう！,自動車関係諸税の抜本的見直し,,,
271,有田芳生,1,0,66,2,3,1,1,64,1,6,12,5,20,60,20,50,0,20,10,0,0,10,5,5,5,5,5,3,3,3,5,1,1,5,5,1,1,4,5,1,1,2,3,4,4,5,5,1,5,4,4,4,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,4,2,3,5,2,1,3,6,5,4,7,2,政治は私たちの生活そのもののこと。独航の精神で判断しましょう。,,,,
272,矢田稚子,0,0,66,2,1,0,2,50,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
273,横山信一,1,0,66,3,3,1,1,56,1,16,4,13,75,50,100,0,25,25,0,50,50,50,3,99,3,5,4,2,2,1,2,3,2,2,99,2,2,2,3,2,3,4,3,3,2,3,3,4,3,2,4,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,2,2,2,2,3,4,1,1,6,4,2,5,3,7,5,一票の積み重ねが政治を変える。大いに議論して臨んで欲しい。,地域活性化(地方創生),,,
274,宮崎勝,1,0,66,3,1,0,1,58,1,2,5,6,65,30,999,5,40,10,15,45,999,50,3,4,3,5,4,3,3,3,4,2,1,1,3,1,2,3,3,1,3,2,1,2,2,3,4,3,4,4,3,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,1,2,2,3,1,4,2,1,3,4,5,6,7,6,首相の1票もあなたの1票も同じ1票。貴重な1票を大切に。,,,,憲法審査会の審議を促進し、改正に向けた国民的な議論を深める
275,熊野正士,1,0,66,3,1,0,1,51,1,6,5,7,80,20,100,0,50,20,20,25,25,25,3,4,3,5,4,3,2,4,2,3,2,1,4,1,3,3,3,1,2,2,2,1,3,3,4,3,4,4,2,4,4,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,4,2,2,1,1,2,2,3,5,4,1,2,3,6,5,4,7,5,若者の声で政治を動かす！日本の希望を一緒に拓いていきましょう。,,,,
276,栗岡哲平,1,0,66,3,1,0,1,46,0,3,2,6,51,49,100,49,49,49,49,49,49,49,2,4,3,5,5,2,3,3,3,3,2,1,3,1,3,3,99,1,3,2,1,1,2,3,5,3,4,4,2,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,1,1,2,3,1,4,1,4,2,5,6,3,7,5,選挙権は大切な権利です。政治家を見定めて、有効に活用して下さい。,,,,憲法審査会の審議を促進し、憲法改正に向けた国民的な議論を深める
277,高橋秀明,1,0,66,3,1,0,1,50,0,2,1,5,999,999,100,999,999,999,999,999,999,999,3,4,4,5,4,3,3,3,4,2,2,1,4,2,3,2,3,2,3,2,1,2,3,3,4,3,4,4,3,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,2,2,3,1,4,5,3,7,4,1,2,6,5,「大海の水も一滴から」一人の小さな声こそがとても重要。,,,,
278,高田清久,1,0,66,3,1,0,1,40,0,5,7,6,80,10,100,10,50,10,10,10,10,10,3,4,3,5,4,3,2,3,3,3,1,1,3,1,2,3,3,2,3,2,1,1,3,3,3,3,4,4,3,3,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,1,2,2,3,1,4,1,2,3,5,6,4,7,5,政治に関心を持ち、次代を担う青年として判断して欲しい。,,,,
279,佐藤史成,1,0,66,3,1,0,1,57,0,7,9,5,75,0,100,0,25,0,0,50,50,50,3,4,3,5,4,2,2,3,3,2,2,1,3,1,2,3,3,1,3,2,1,2,3,3,5,3,5,5,2,3,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,1,1,2,3,1,4,2,3,1,6,4,5,7,6,政治を監視しよう。あなたの一票が政治を良くする。,,,,
280,坂本道応,1,0,66,3,1,0,1,37,0,3,6,2,75,25,100,0,60,25,999,999,999,999,3,4,3,5,4,3,3,3,3,2,2,1,3,2,2,3,3,1,3,2,1,2,2,3,4,3,4,4,3,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,1,1,2,3,1,4,1,4,3,5,6,2,7,6,あなたの希望溢れる未来のため初めての一票を大切に使って下さい,,,,憲法審査会の審議を促進し、憲法改正に向けた国民的議論を深める
281,秋野公造,1,0,66,3,3,1,1,48,1,13,6,5,75,50,100,50,50,50,50,50,50,50,3,3,2,5,5,2,2,1,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,4,3,4,4,4,5,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,2,2,2,3,2,1,6,1,3,4,5,2,7,5,よりよい国の仕組み作りに御指導御鞭撻をお願い申しあげます。,,,,
282,星英一郎,1,0,66,3,1,0,1,40,0,16,7,5,85,20,100,10,50,20,20,20,20,50,3,4,3,5,4,3,3,3,3,3,2,1,3,2,2,2,3,1,3,2,1,1,3,3,3,3,4,4,3,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,1,1,2,3,1,4,2,1,3,4,7,6,5,5,政治は結果。各党の実績を見比べて、投票して頂きたいです。,若者政策,,,憲法審査会の審議を促進し、憲法改正に向けた国民的議論を深める。
283,千葉宣男,1,0,66,3,1,0,1,51,0,6,5,13,65,40,100,10,50,20,10,50,50,50,2,4,3,5,4,2,2,3,3,2,1,1,4,1,3,2,3,2,3,2,1,2,3,3,4,3,5,5,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,2,3,4,99,1,2,5,6,3,4,7,7,若者の声は必ず政治に届く。政治や国を動かす力になる。,,,,憲法審査会の審議を促進し、改正に向けた国民的な議論を深める
284,谷合正明,1,0,66,3,3,2,1,43,1,3,5,1,75,50,999,25,50,25,25,50,50,50,3,5,2,5,4,3,3,2,2,2,2,1,3,1,2,3,2,2,3,3,2,3,3,3,4,3,3,4,3,4,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,2,1,2,2,2,3,2,5,1,2,3,6,5,4,7,4,若者の声で政治は変えられる！,,,,
285,竹内秀伸,1,0,66,3,1,0,1,38,0,3,5,6,75,30,100,0,40,20,20,40,40,40,3,4,3,5,5,2,2,3,3,2,2,1,4,1,3,3,3,2,3,2,1,2,3,3,3,3,4,4,2,4,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,1,2,2,3,1,4,1,2,3,4,7,5,6,5,99,,,,審法審査会の審議を活発化し、国民的議論を深める
286,竹内真二,1,0,66,3,1,0,1,52,0,3,5,6,90,10,100,0,50,10,10,50,30,70,3,4,4,5,5,3,2,3,3,2,2,1,3,1,3,2,3,1,3,2,1,2,3,3,4,3,4,4,3,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,1,2,2,3,1,4,1,2,3,5,6,4,7,5,政党・候補者選択では、これまでの「実績」をよく比べて下さい。,,,,国民的な議論を深めながら、必要な「加憲」を検討していく
287,長沢広明,1,0,66,3,3,1,1,57,1,5,13,6,80,50,100,25,50,25,25,50,50,50,3,5,3,5,4,3,3,2,2,2,2,1,3,1,99,3,2,2,3,3,2,3,3,3,4,3,3,4,3,4,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,2,1,2,2,2,3,2,5,2,1,3,6,5,4,7,4,将来の日本を担う皆さんの声で政治の方向性が変えられます。,,,,
288,飯塚栄治,1,0,66,3,1,0,1,38,0,5,7,13,75,30,100,0,50,40,40,50,50,50,3,4,3,5,5,2,2,3,3,2,1,1,4,1,3,3,3,2,3,1,1,2,3,3,5,3,4,4,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,1,2,2,3,1,4,2,1,3,5,4,6,7,5,選挙は未来を決める大事な機会です。ぜひ投票に行きましょう。,,,,緊急事態（大災害）が発生した時の国会議員の任期について
289,浜田昌良,1,0,66,3,3,2,1,59,1,13,3,16,80,20,100,0,50,20,20,50,50,50,3,4,4,5,4,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,3,4,2,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,1,1,1,2,3,1,2,5,2,1,4,6,3,7,5,各政党が何を言っているかでなく、何を実現してきたかが重要。,,,青年政策,
290,伊勢田良子,1,0,66,4,1,0,2,41,0,12,13,7,1,99,1,100,1,99,99,1,1,1,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,おかしいと思うことはあきらめず投票へ。その一票が政治を変える,,,,
291,伊藤達也,1,0,66,4,1,0,1,33,0,12,7,5,0,70,0,100,0,80,80,0,0,0,5,5,2,5,5,3,1,5,5,1,1,5,5,1,5,3,5,1,1,2,1,5,4,5,5,1,5,5,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,3,2,5,7,4,6,0,若者を戦場に送らせないために、安保法制を廃止し憲法を守ります,,,,
292,益田牧子,1,0,66,4,1,0,2,66,0,12,13,16,999,999,999,100,999,999,999,999,999,999,5,5,5,5,5,2,3,5,5,1,1,5,5,1,4,3,5,1,1,3,2,5,4,5,5,1,5,4,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,2,3,1,99,99,4,99,1,大学授業料を半額、給付制奨学金、雇用は正規雇用。若者に希望を,,,アベノミクス・消費税大増税路線の中止,
293,遠藤秀和,1,0,66,4,1,0,1,38,0,1,6,15,0,75,0,100,0,80,80,0,0,0,5,5,2,5,5,1,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,5,5,1,5,3,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,3,2,6,5,4,7,2,無関心でいられるが、無関係でいられないのが政治です。,,,,
294,奥田智子,1,0,66,4,1,0,2,47,0,12,5,7,0,80,0,100,0,80,80,0,0,50,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,3,1,5,4,5,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,7,4,6,0,政治は暮らしに直結しています。是非、投票に行きましょう！,,,,
295,岡田正和,1,0,66,4,1,0,1,34,0,12,5,7,0,70,0,100,0,70,70,0,0,0,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,5,5,1,1,3,1,5,5,5,5,1,5,5,5,2,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,6,5,4,7,0,高い学費・借金づけ奨学金等々—一歩を踏み出し政治を変えよう。,,,,
296,釜井敏行,1,0,66,4,1,0,1,34,0,12,5,7,0,100,0,100,0,100,100,0,0,0,5,5,5,5,5,1,3,5,5,1,1,5,5,1,3,3,5,1,1,3,1,5,5,5,5,1,5,1,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,5,3,1,2,3,5,6,4,7,0,誰もが安心して学び働ける公正な社会をご一緒に実現させましょう,,,,
297,岩渕彩子,1,0,66,4,1,0,2,33,0,12,7,5,0,80,0,100,0,80,80,0,0,0,5,5,5,5,5,3,3,5,5,2,1,5,5,1,5,3,5,1,1,3,1,5,4,4,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,4,5,6,3,7,2,今度の選挙は、皆さんの一票で、本当に政治が変わります！,,,,
298,岩渕友,1,0,66,4,1,0,2,39,1,15,13,4,0,80,0,100,0,80,80,0,0,0,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,5,5,1,5,3,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,2,3,3,4,2,6,5,1,7,3,100％GoVote投票に行こう。政治を変えれば、変えられる,,,,
299,亀田良典,1,0,66,4,1,0,1,67,0,1,12,5,10,70,15,100,15,70,70,20,20,40,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,5,4,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,5,6,4,7,1,東日本震災支援・安保法制反対に起ち上る若ものの行動に連帯です,,,,
300,吉田恭子,1,0,66,4,1,0,2,35,0,16,13,5,0,75,0,100,0,75,75,0,0,25,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,4,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,3,2,1,5,6,2,7,5,今多くの若者が政治を変えたいと願っています。選挙に行こう！,安保法廃止,,,
301,吉俣洋,1,0,66,4,1,0,1,42,0,1,12,7,999,999,999,999,999,999,999,999,999,999,5,5,4,5,5,3,3,5,5,1,2,5,5,1,3,4,5,1,2,2,2,5,5,5,5,1,5,5,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,99,99,99,99,99,99,99,99,大学授業料を半額に、返済不要の給付奨学金を。若者に希望を。,,,,
302,宮内現,1,0,66,4,1,0,1,34,0,1,7,5,0,80,0,100,0,80,80,0,0,30,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,5,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,4,2,5,6,3,7,0,昨年夏の国会前のデモのように”一票”には政治を変える力がある,,,,
303,熊谷智,1,0,66,4,1,0,1,36,0,13,15,6,0,80,0,100,0,80,80,0,0,0,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,3,5,1,1,2,1,5,4,5,5,1,5,4,5,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,4,5,6,7,0,１人ひとりが大事にされる社会の実現へ力を合わせましょう！,,,,
304,原口敏彦,1,0,66,4,1,0,1,54,0,6,7,4,0,50,0,100,10,70,50,10,10,10,5,5,5,5,5,3,3,5,5,1,1,5,5,1,3,3,5,1,1,3,1,5,5,4,3,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,4,3,1,5,1,2,3,99,99,4,99,99,「私たちの力は微力だが無力ではない」…一人ひとりの力を信じて,,,,
